,ticker,Open,High,Low,Close,Adj Close,Volume,date,publish_time,title,publisher,label,compound,Close_Pct_Change,MA_5,MA_10
25,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,02:43PM,Doubtful leak claims 14-inch iPad Pro with OLED due in 2024,(AppleInsider),1,-0.5859,0.0,190.63999938964844,190.96399841308593
26,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,02:23PM,12 Highest Paying Programming Languages in India,(Insider Monkey),1,0.0,0.0,190.63999938964844,190.88299865722655
27,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,02:10PM,Elon Musks X sues Media Matters over research on pro-Nazi content,(Yahoo Finance),1,0.0258,0.0,190.63999938964844,190.8019989013672
28,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,01:58PM,A Jazz Critic Missed Out on a $6 Million Fortune By Selling His Apple Stock for About 1/700 of Its Value Today,(Entrepreneur: Stocks),1,-0.2263,0.0,190.63999938964844,190.72099914550782
29,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,01:55PM,Sam Altman's sudden firing mirrors Steve Jobs' 1985 Apple dismissal  except for one big difference,(TheStreet.com),1,-0.34,0.0,190.63999938964844,190.63999938964844
30,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,12:51PM,How to use Plex on Mac to create your own personal streaming service,(AppleInsider),1,0.2732,0.0,190.63999938964844,190.63999938964844
31,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,12:39PM,Apple's new 'Fuzzy Feelings' holiday ad was shot on iPhone,(AppleInsider),1,0.4019,0.0,190.63999938964844,190.63999938964844
32,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,12:28PM,"MacBook Pro 14-inch M3 review: Price, performance, design",(AppleInsider),1,0.0,0.0,190.63999938964844,190.63999938964844
33,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,11:49AM,12 Countries With Best Incentives For Expats,(Insider Monkey),1,0.7579,0.0,190.63999938964844,190.63999938964844
34,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,11:18AM,"Tim Cook lays out what he looks for in an Apple employeeand no, a college degree isnt necessary",(Fortune),1,-0.296,0.0,190.63999938964844,190.63999938964844
35,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,11:08AM,Greenpeace slams Foxconn over inadequate carbon effort,(AppleInsider),1,-0.4019,0.0,190.63999938964844,190.63999938964844
36,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,11:08AM,Greenpeace slams Apple supplier Foxconn over inadequate carbon effort,(AppleInsider),1,-0.4019,0.0,190.63999938964844,190.63999938964844
37,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,09:52AM,House China cmte. chair Rep. Gallagher on Apple letter: We just want to understand what happened,(CNBC TV),1,0.0772,0.0,190.63999938964844,190.63999938964844
38,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,08:18AM,Apple wants to make screens private and stop shoulder surfing,(AppleInsider),1,-0.296,0.0,190.63999938964844,190.63999938964844
39,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,07:00AM,"Ignore Amazon, These 2 Stocks Will Be Long-Term Winners",(Motley Fool),1,0.3182,0.0,190.63999938964844,190.63999938964844
40,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,06:33AM,Tim Cook reveals there are several people lined up to one day take on the top Apple job as he talks very detailed succession plan with Dua Lipa,(Fortune),1,0.4364,0.0,190.63999938964844,190.63999938964844
41,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,06:30AM,I'm more optimistic than ever: Billionaire Larry Fink says investors should be 100% in equities right now if they can handle it. Here's where he's channeling that optimism,(Moneywise),1,0.7264,0.0,190.63999938964844,190.63999938964844
42,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,06:15AM,The Next Tech Battlefield: Apple's Position in the Emerging AI Landscape,(InvestorPlace),1,-0.3818,0.0,190.63999938964844,190.63999938964844
43,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,06:13AM,"'Several people' could be the next Apple CEO, reveals Tim Cook",(AppleInsider),1,0.0,0.0,190.63999938964844,190.63999938964844
44,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,05:00AM,2 Growth Stocks to Buy Before the Big Bull Rally,(Motley Fool),1,0.3818,0.0,190.63999938964844,190.63999938964844
45,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,03:24AM,"Big tech suppliers need to cut emissions faster, Greenpeace says",(DigiTimes),1,-0.2732,0.0,190.63999938964844,190.63999938964844
46,AAPL,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500,2023-11-21,03:04AM,Apple Under Fire for Blocking Crypto Tech,(CoinMarketCap),1,-0.6124,0.0,190.63999938964844,190.63999938964844
47,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,11:07PM,Former Meta and Microsoft XR expert joins Samsung to accelerate product R&D,(DigiTimes),1,0.0,0.35144679557825853,190.7739990234375,190.70699920654297
48,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,07:46PM,Apple Stock (NASDAQ:AAPL): Can Siri Keep Up in the ChatGPT Age?,(TipRanks),1,0.0,0.0,190.90799865722656,190.7739990234375
49,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,02:02PM,ChatGPT: Everything you need to know about the AI-powered chatbot,(TechCrunch),1,0.0,0.0,191.04199829101563,190.84099884033202
50,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,01:47PM,Disney: Will Thanksgiving reverse box office slump? Can Iger 'strengthen' studio output?,(Yahoo Finance),1,0.0,0.0,191.17599792480468,190.90799865722656
51,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,12:34PM,"Apple's succession plan is completely different to OpenAI's, in that it actually has one",(Quartz),1,0.2023,0.0,191.30999755859375,190.9749984741211
52,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,09:38AM,iPhone 15 breaks smartphone market's sales slump,(AppleInsider),1,0.0,0.0,191.30999755859375,191.04199829101563
53,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,08:23AM,Is Microsoft Stock a Buy?,(Motley Fool),1,0.0,0.0,191.30999755859375,191.10899810791017
54,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,07:44AM,"Lyford, Texas gains Apple Distinguished status for its schools",(AppleInsider),1,0.34,0.0,191.30999755859375,191.17599792480468
55,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,07:19AM,The State of the Mac (Above Avalon Report),(Above Avalon),1,0.0,0.0,191.30999755859375,191.2429977416992
56,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,06:00AM,Some Charts Are Like Comparing Apples and JPMorgans,(TheStreet.com),1,0.3612,0.0,191.30999755859375,191.30999755859375
57,AAPL,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700,2023-11-22,05:30AM,Incognito Mode Isnt Doing What You Think Its Doing,(The Wall Street Journal),0,0.0,0.0,191.30999755859375,191.30999755859375
58,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,09:00PM,iPhone Fixes to Make if Youre the Family IT Department This Year,(The Wall Street Journal),1,0.0,-0.7004319455287344,191.04199829101563,191.17599792480468
59,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,05:00PM,"1 Tech Stock That Has Created Many Millionaires, and Will Continue to Make More",(Motley Fool),1,0.25,0.0,190.7739990234375,191.04199829101563
60,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,02:15PM,"It's no longer about unit sales for Apple, it's about services, says Evercore ISI's Amit Daryanani",(CNBC TV),1,-0.296,0.0,190.50599975585936,190.90799865722656
61,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,12:52PM,Apple Shares Fall on Softer Than Expected Singles Day Sales in China,(Investopedia),1,0.296,0.0,190.23800048828124,190.7739990234375
62,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,11:07AM,Kuxiu foldable magnetic wireless chargers review,(AppleInsider),1,0.0,0.0,189.97000122070312,190.63999938964844
63,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,10:30AM,"Taiwan Presidential Race Set; U.S.-China Chip War Nears Moment Of Truth For Nvidia, Apple And The World",(Investor's Business Daily),1,-0.3818,0.0,189.97000122070312,190.50599975585936
64,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,10:22AM,Apples China Demand Remains Firm Heading Into the Holidays. There Is No Growth Demise.,(Barrons.com),1,0.3612,0.0,189.97000122070312,190.37200012207032
65,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,10:00AM,2 Top Warren Buffett Stocks to Buy Right Now,(Motley Fool),1,0.2023,0.0,189.97000122070312,190.23800048828124
66,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,09:28AM,Apple (AAPL) Expands Streaming Content for Holiday Season,(Zacks),1,0.4767,0.0,189.97000122070312,190.1040008544922
67,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,09:22AM,"OpenAI's fiasco, Tim Cook's future, and Vision Pro questions",(AppleInsider),1,-0.3182,0.0,189.97000122070312,189.97000122070312
68,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,09:05AM,Apple Stock: Headed to $240?,(Motley Fool),1,0.0,0.0,189.97000122070312,189.97000122070312
69,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,08:00AM,Apple Is Dangerously Close To Losing Its Spot As The Most Valuable Stock,(Investor's Business Daily),1,-0.2975,0.0,189.97000122070312,189.97000122070312
70,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,07:28AM,5 Things to Know Before Markets Open,(Investopedia),1,0.0,0.0,189.97000122070312,189.97000122070312
71,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,05:11AM,Warren Buffett Watch: 56% of Berkshire Hathaway's $318 Billion Portfolio Is Invested in Just 2 Stocks,(Motley Fool),1,0.0,0.0,189.97000122070312,189.97000122070312
72,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,05:06AM,71% of Warren Buffett's $357 Billion Portfolio Is Invested in Just 4 Stocks,(Motley Fool),1,0.0,0.0,189.97000122070312,189.97000122070312
73,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,03:33AM,Huawei and Xiaomi are paving the way for an Apple EV: Tim Culpan,(DigiTimes),1,0.0,0.0,189.97000122070312,189.97000122070312
74,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,02:33AM,"Nvidia, Apple fall premarket; Walmart, iRobot and Vista Outdoor rise",(Investing.com),1,0.0,0.0,189.97000122070312,189.97000122070312
75,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,01:00AM,Techs Rally Isnt Done. Why These 10 Stocks Are the Next to Gain.,(Barrons.com),1,0.5267,0.0,189.97000122070312,189.97000122070312
76,AAPL,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300,2023-11-24,01:00AM,Techs Rally Isnt Done. Smaller Stocks Are the Next to Gain.,(Barrons.com),0,0.5267,0.0,189.97000122070312,189.97000122070312
77,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,05:01PM,"Jeff Bezos' Amazon shares, VinFast, Symbotic: Top Stocks",(Yahoo Finance Video),1,0.5719,-24.25120125713722,180.75599975585936,185.36300048828124
78,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,02:23PM,12 Highest Paying Programming Languages in India,(Insider Monkey),1,0.0,0.0,171.54199829101563,180.75599975585936
79,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,02:10PM,Elon Musks X sues Media Matters over research on pro-Nazi content,(Yahoo Finance),1,0.0258,0.0,162.32799682617187,176.1489990234375
80,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,01:19PM,UPDATE 1-Walmart bets on parcel stations for quick deliveries to propel holiday sales,(Reuters),1,0.4019,0.0,153.11399536132814,171.54199829101563
81,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,12:51PM,Amazon Stock Is Falling. This Could Be a Reason Why.,(Barrons.com),1,0.0258,0.0,143.89999389648438,166.93499755859375
82,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,12:49PM,Why Amazon Stock Is Pulling Back This Morning,(Motley Fool),1,0.1779,0.0,143.89999389648438,162.32799682617187
83,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,12:30PM,Jeff Bezos expected to sell more Amazon shares worth $1 billion - CNBC,(Reuters),1,0.6844,0.0,143.89999389648438,157.72099609375
84,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,11:49AM,"Jeff Bezos Emphasizes The Core Of Investment Wisdom: 'The Stock Is Not The Company, And The Company Is Not The Stock'  Insights From The Amazon Founder On Navigating Market Perceptions",(Benzinga),1,0.6249,0.0,143.89999389648438,153.11399536132814
85,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,11:36AM,Why Amazon Is Launching Free AI Classes,(WSJ),1,0.6124,0.0,143.89999389648438,148.50699462890626
86,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,11:17AM,Here's the dark horse tech giant that's going to come out ahead of Nvidia and Microsoft,(TheStreet.com),1,0.0,0.0,143.89999389648438,143.89999389648438
87,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,10:31AM,Here Are This Elite Funds Top 10 Stock Picks,(Insider Monkey),1,0.2023,0.0,143.89999389648438,143.89999389648438
88,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,10:00AM,Amazons Black Friday Deal: Football With a Side of Online Shopping,(The Wall Street Journal),1,-0.0258,0.0,143.89999389648438,143.89999389648438
89,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,09:00AM,"Amazon.com, Inc. (AMZN) is Attracting Investor Attention: Here is What You Should Know",(Zacks),1,0.4767,0.0,143.89999389648438,143.89999389648438
90,AMZN,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,2023-11-21,08:56AM,Brad Gerstner Stock Portfolio: 10 Top Stock Picks,(Insider Monkey),1,0.2023,0.0,143.89999389648438,143.89999389648438
91,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,04:31PM,Nvidia's AI Chip Glory Gets Dimmed By US Export Curbs,(Benzinga),1,0.5423,1.9527539517508297,144.46199645996094,144.18099517822264
92,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,04:31PM,OpenAI Rivals Move to Exploit Leadership Turmoil,(The Wall Street Journal),1,-0.4404,0.0,145.0239990234375,144.46199645996094
93,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,02:50PM,"In market share battle, FedEx and UPS target retail returns",(Reuters),1,-0.1027,0.0,145.58600158691405,144.7429977416992
94,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,02:24PM,"SpaceX tests Starship, and prepares to face down Amazon",(The Economist),1,0.1779,0.0,146.14800415039062,145.0239990234375
95,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,01:49PM,Amazon Stock Popped This Morning and Is Still Up. Is It a Buy?,(Motley Fool),1,0.1779,0.0,146.7100067138672,145.30500030517578
96,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,12:47PM,Warren Buffett and Jim Cramer Love These Stocks,(Insider Monkey),1,0.6369,0.0,146.7100067138672,145.58600158691405
97,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,12:26PM,"Amazon (AMZN) AWS Picked by Yellow.ai, Boosts Clientele",(Zacks),1,0.4588,0.0,146.7100067138672,145.86700286865235
98,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,11:42AM,Why Amazon Stock Bounced Back This Morning,(Motley Fool),1,0.1779,0.0,146.7100067138672,146.14800415039062
99,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,11:01AM,Amazon Selling Cars Too? What You Need to Know,(Motley Fool),1,0.1779,0.0,146.7100067138672,146.42900543212892
100,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,10:57AM,Gary Vaynerchuk: Amazon's Black Friday NFL game has the potential to change the marketing landscape,(CNBC TV),1,0.0,0.0,146.7100067138672,146.7100067138672
101,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,10:32AM,Philippe Laffont Stock Portfolio: 10 Top Stock Picks,(Insider Monkey),1,0.2023,0.0,146.7100067138672,146.7100067138672
102,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,10:23AM,Amazon: Jeff Bezos could sell up to 10 million shares,(Yahoo Finance Video),1,0.4404,0.0,146.7100067138672,146.7100067138672
103,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,10:00AM,Amazon Gives People Even More of a Reason to Sign Up for Prime: Affordable Healthcare,(Motley Fool),1,0.1779,0.0,146.7100067138672,146.7100067138672
104,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,09:30AM,Wall Street Bulls Look Optimistic About Amazon (AMZN): Should You Buy?,(Zacks),1,0.4588,0.0,146.7100067138672,146.7100067138672
105,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,08:40AM,3 Red Flags That Could Sink Amazon Stock,(Motley Fool),1,0.1779,0.0,146.7100067138672,146.7100067138672
106,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,08:33AM,"Temu, Shein far lag Amazon as online holiday shopping ramps up",(Reuters),1,0.25,0.0,146.7100067138672,146.7100067138672
107,AMZN,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,2023-11-22,08:00AM,"The Best Stocks to Invest $5,000 in Right Now",(Motley Fool),1,0.6369,0.0,146.7100067138672,146.7100067138672
